OBJECTID,lon,lat,StaType,DateModif,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationName,StationFacilityName,StationAliases,x,y
126,-84.476287,45.646723,Curbside Bus Stop only (no shelter),2018-09-27T07:04:42,BUS,49721,MI,Cheboygan, ,403 North Huron Street, ,CHB,"Cheboygan, MI", , ,-84.4762921990317,45.6467316546454
127,-87.641015,41.878992,Station Building (with waiting room),2023-07-30T07:00:00,TRAIN,60606,IL,Chicago, ,255 South Clinton Street,Union Station,CHI,"Chicago, IL",Union Station,Union Station,-87.6410207527603,41.8789998534375
128,-85.257941,45.318448,Station Building (with waiting room),2018-09-27T07:04:42,BUS,49720,MI,Charlevoix, ,103 Bridge Park Drive, ,CHL,"Charlevoix, MI", , ,-85.2579464042382,45.3184565577332
129,-88.241366,40.115843,Station Building (with waiting room),2018-09-14T07:04:42,TRAIN,61820,IL,Champaign, ,45 East University Avenue, ,CHM,"Champaign-Urbana, IL", ,Urbana,-88.2413717615887,40.1158505122715
130,-121.883152,42.535691,Curbside Bus Stop only (no shelter),2021-06-23T07:04:14,BUS,97624,OR,Chiloquin, ,34333 Highway 97, ,CHN,"Chiloquin, OR", ,"Kla-Mo-Ya Casino,Kla Mo Ya Casino,Klamoya Casino",-121.883165801544,42.5356963514372
131,-91.427794,44.883096,Curbside Bus Stop only (no shelter),2018-09-28T07:04:41,BUS,54729,WI,Chippewa Falls, ,2750 120th Street, ,CHP,"Chippewa Falls, WI", , ,-91.4278012086899,44.8831041046143
132,-79.998048,32.875473,Station Building (with waiting room),2019-04-27T07:03:15,TRAIN,29405,SC,North Charleston,North Charleston Transit Center,4565 Gaynor Avenue, ,CHS,"Charleston, SC", , ,-79.9980508735681,32.8754793947327
133,-81.638494,38.346368,Station Building (with waiting room),2018-09-14T07:04:42,TRAIN,25314,WV,Charleston, ,350 MacCorkle Avenue - Southeast, ,CHW,"Charleston, WV", , ,-81.6384976704289,38.3463754924202
134,-121.845861,39.723259,Platform only (no shelter),2018-09-14T07:04:42,TRAIN,95928,CA,Chico, ,450 Orange Street, ,CIC,"Chico, CA", , ,-121.845874372429,39.7232641454441
135,-84.537061,39.109927,Station Building (with waiting room),2018-12-13T07:03:25,TRAIN,45203,OH,Cincinnati, ,1301 Western Avenue,Union Terminal,CIN,"Cincinnati, OH",Union Terminal,Union Terminal,-84.5370655923683,39.1099345113891
136,-72.377644,43.36833,Platform with Shelter,2017-11-06T07:04:37,TRAIN,03743,NH,Claremont, ,Plains Road and Maple Avenue, ,CLA,"Claremont, NH", , ,-72.3776450869899,43.3683388180636
137,-81.04049,33.994297,Station Building (with waiting room),2017-11-06T07:04:38,TRAIN,29201,SC,Columbia, ,850 Pulaski Street, ,CLB,"Columbia, SC", , ,-81.0404932362942,33.9943036079373
138,-85.389748,44.270402,Curbside Bus Stop only (no shelter),2018-09-27T07:04:42,BUS,49601,MI,Cadillac, ,951 Casa Road, ,CLC,"Cadillac, MI", , ,-85.3897533267765,44.2704103809453
139,-81.696172,41.505787,Station Building (with waiting room),2017-11-06T07:04:38,TRAIN,44114,OH,Cleveland, ,200 Cleveland Memorial Shoreway, ,CLE,"Cleveland, OH", , ,-81.6961759256405,41.5057950920571
140,-79.827363,37.814521,Station Building (with waiting room),2018-09-14T07:04:43,TRAIN,24422,VA,Clifton Forge, ,307 East Ridgeway Street, ,CLF,"Clifton Forge, VA", , ,-79.8273660872419,37.8145284594741
141,-117.716857,34.094469,Platform with Shelter,2018-09-21T07:04:42,BUS,91711,CA,Claremont, ,200 West First Street, ,CLM,"Claremont, CA", , ,-117.716869101882,34.0944738902025
142,-72.52929,41.280743,Station Building (with waiting room),2024-08-22T10:54:58,TRAIN,06413,CT,Clinton, ,10 John Street Extension, ,CLN,"Clinton, CT", , ,-72.5292910070324,41.2807514179053
143,-77.993421,38.47236,Station Building (with waiting room),2017-11-06T07:04:38,TRAIN,22701,VA,Culpeper, ,111 South Commerce Street, ,CLP,"Culpeper, VA", , ,-77.9934235651805,38.4723676633624
144,-84.767465,43.840968,Curbside Bus Stop only (no shelter),2018-09-27T07:04:42,BUS,48617,MI,Clare, ,10197 South Clare Avenue, ,CLR,"Clare, MI", , ,-84.7674700895253,43.8409763446824
145,-80.822812,35.241403,Station Building (with waiting room),2017-11-06T07:04:38,TRAIN,28206,NC,Charlotte, ,1914 North Tryon Street, ,CLT,"Charlotte, NC", , ,-80.822815236446,35.2414098849709
146,-123.011847,38.79811,Curbside Bus Stop only (no shelter),2018-09-21T07:04:42,BUS,95425,CA,Cloverdale, ,501 Asti Road, ,CLV,"Cloverdale, CA", , ,-123.011860427298,38.7981149809285
147,-119.034114,34.215933,Platform only (no shelter),2017-11-06T07:04:39,TRAIN,93010,CA,Camarillo, ,30 Lewis Road, ,CML,"Camarillo, CA", , ,-119.034126331996,34.2159378284983
148,-121.781594,43.216784,Platform with Shelter,2018-09-14T07:04:43,TRAIN,97731,OR,Chemult, ,Palmer/Kranz Street and Depot Street, ,CMO,"Chemult, OR", , ,-121.78160790167,43.2167894074792
149,-119.385865,35.864338,Platform only (no shelter),2022-01-19T07:04:10,TRAIN,93219,CA,Allensworth, ,4011 Grant Drive, ,CNL,"Col Allensworth State Park, CA", ,"Allensworth,Colonel Allensworth,cnl",-119.385877537656,35.8643429780603
150,-73.171337,43.613382,Station Building (with waiting room),2017-11-06T07:04:39,TRAIN,05735,VT,Castleton, ,266 Main Street, ,CNV,"Castleton, VT", , ,-73.1713383645138,43.6133908345939
151,-119.55705,36.098516,Station Building (with waiting room),2018-09-14T07:04:43,TRAIN,93212,CA,Corcoran, ,1099 Otis Avenue, ,COC,"Corcoran, CA", , ,-119.557062588578,36.0985209903093
152,-85.13338,39.645969,Platform with Shelter,2017-11-06T07:04:39,TRAIN,47331,IN,Connersville, ,1012 Eastern Avenue, ,COI,"Connersville, IN", , ,-85.1333848112845,39.6459765836846
153,-75.820929,39.985688,Platform with Shelter,2024-07-20T07:00:00,TRAIN,19320,PA,Coatesville, ,Third Avenue and Fleetwood Street, ,COT,"Coatesville, PA", , ,-75.8209309812079,39.9856960476924
154,-79.592813,40.020282,Platform with Shelter,2017-11-06T07:04:40,TRAIN,15425,PA,Connellsville, ,North Water Street & West Peach Street, ,COV,"Connellsville, PA", , ,-79.592816162391,40.0202899055827
155,-120.953075,39.099172,Station Building (with waiting room),2018-09-14T07:04:43,TRAIN,95713,CA,Colfax, ,99 Railroad Street, ,COX,"Colfax, CA", , ,-120.95308815151,39.0991771653127
156,-120.998594,38.658499,Curbside Bus Stop only (no shelter),2021-06-23T07:04:14,BUS,95682,CA,Cameron Park, ,3952 Cambridge Rd, ,CPC,"Cameron Park, CA", ,"Cambridge Road,Cambridge Rd.",-120.998607102988,38.6585041242513
157,-119.522975,34.39678,Platform with Shelter,2018-09-14T07:04:43,TRAIN,93013,CA,Carpinteria, ,475 Linden Avenue, ,CPN,"Carpinteria, CA", , ,-119.522987426421,34.3967848194129
158,-124.193475,41.752373,Curbside Bus Stop only (no shelter),2018-09-21T07:04:42,BUS,95531,CA,Crescent City, ,1001 Front Street   , ,CRC,"Crescent City, CA", , ,-124.193489019583,41.7523780899771
159,-86.899187,40.044705,Platform with Shelter,2017-11-06T07:04:40,TRAIN,47933,IN,Crawfordsville, ,400 North Green Street, ,CRF,"Crawfordsville, IN", , ,-86.8991923648336,40.0447125689462
160,-75.041824,39.928946,Station Building (with waiting room),2018-09-27T07:04:43,TRAIN,08002,NJ,Cherry Hill, ,Cornell Avenue & West Marlton Pike, ,CRH,"Cherry Hill, NJ", , ,-75.0418257312471,39.928954064988
161,-121.908797,36.539033,Curbside Bus Stop only (no shelter),2018-09-21T07:04:42,BUS,93923,CA,Carmel, ,3645 Rio Road, ,CRM,"Carmel, CA", , ,-121.90881000257,36.5390378745844
162,-94.361617,41.05692,Station Building (with waiting room),2021-01-20T07:04:17,TRAIN,50801,IA,Creston, ,116 West Adams Street, ,CRN,"Creston, IA", , ,-94.3616245748648,41.0569273196403
163,-73.882394,41.189903,Station Building (with waiting room),2017-11-06T07:04:41,TRAIN,10520,NY,Croton-on-Hudson, ,4 Veteran's Plaza and 1 Croton Point Avenue, ,CRT,"Croton-Harmon, NY", , ,-73.8823954384901,41.1899113536244
164,-89.889276,39.279295,Station Building (with waiting room),2017-11-06T07:04:41,TRAIN,62626,IL,Carlinville, ,128 Alton Road, ,CRV,"Carlinville, IL", , ,-89.889282157987,39.279302275448
165,-82.832501,34.691115,Station Building (with waiting room),2017-11-06T07:04:41,TRAIN,29631,SC,Clemson, ,1105 Tiger Boulevard, ,CSN,"Clemson, SC", , ,-82.8325048011913,34.6911216933044
166,-121.695659,43.462975,Curbside Bus Stop only (no shelter),2021-07-15T07:04:06,BUS,97733,OR,Crescent, ,136620 Highway 97, ,CSO,"Crescent, OR", , ,-121.695672931686,43.4629804324221
167,-122.953062,46.71747,Station Building (with waiting room),2017-11-06T07:04:41,TRAIN,98531,WA,Centralia, ,210 Railroad Avenue, ,CTL,"Centralia, WA", , ,-122.953076784349,46.7174755021997
168,-75.170827,44.594198,Curbside Bus Stop only (no shelter),2019-02-15T07:03:16,BUS,13617,NY,Canton, ,21 Miner Street,Downtown,CTO,"Canton, NY",Downtown, ,-75.1708290962254,44.5942069332609
169,-75.184956,44.603306,Curbside Bus Stop only (no shelter),2018-06-22T07:04:35,BUS,13617,NY,Canton, ,34 Cornell Drive,State University of New York,CTS,"Canton, NY",State University of New York, ,-75.1849581017462,44.6033149346482
170,-78.730438,39.650452,Curbside Bus Stop only (no shelter),2018-09-27T07:04:43,BUS,21502,MD,Cumberland, ,12401 Willowbrook Road SE,Allegany College of Maryland,CUA,"Cumberland, MD",Allegany College of Maryland, ,-78.7304408692963,39.6504598693416
171,-78.758,39.650628,Station Building (with waiting room),2019-02-14T07:03:19,TRAIN,21502,MD,Cumberland, ,201 East Harrison Street,Amtrak Station,CUM,"Cumberland, MD",Amtrak Station, ,-78.7580028782323,39.6506358680422
172,-112.331584,48.638364,Station Building (with waiting room),2018-09-14T07:04:43,TRAIN,59427,MT,Cut Bank, ,101 BNSF Industrial Site, ,CUT,"Cut Bank, MT", , ,-112.3315972575,48.6383707559088
173,-123.263452,44.564907,Station Building (with waiting room),2022-03-09T07:04:17,BUS,97330,OR,Corvallis, ,508 Southwest Monroe Ave,Downtown Transit Center,CVI,"Corvallis, OR",Downtown Transit Center, ,-123.263466379682,44.5649123498479
174,-123.647,42.163002,Curbside Bus Stop only (no shelter),2018-09-27T07:04:43,BUS,97523,OR,Cave Junction, ,406 Redwood Coast Highway, ,CVJ,"Cave Junction, OR", , ,-123.647014006389,42.1630071657726
175,-123.272751,44.564411,Curbside Bus Stop only (no shelter),2022-03-09T07:04:17,BUS,97331,OR,Corvallis, ,Southwest Jefferson Way,Oregon State University,CVO,"Corvallis, OR",Oregon State University, ,-123.272765381075,44.5644163489195
176,-78.491684,38.031484,Station Building (with waiting room),2017-11-06T07:04:42,TRAIN,22903,VA,Charlottesville, ,810 West Main Street, ,CVS,"Charlottesville, VA", , ,-78.4916866923718,38.0314915550821
177,-73.165387,44.594999,Curbside Bus Stop only (no shelter),2021-06-24T07:04:17,BUS,05446,VT,Colchester, ,Highway 7 at Brentwood Drive, ,CVT,"Colchester, VT", , ,-73.1653884325182,44.5950080111436
178,-74.952187,40.071663,Platform with Shelter,2018-09-14T07:04:44,TRAIN,19020,PA,Cornwells Heights, ,700 Station Avenue, ,CWH,"Cornwells Heights, PA", , ,-74.9521887114503,40.0716710963064
179,-118.599417,34.253205,Platform with Shelter,2017-11-06T07:04:43,TRAIN,91311,CA,Chatsworth, ,10040 Old Depot Plaza Road, ,CWT,"Chatsworth, CA", , ,-118.599429263629,34.2532098578127
180,-78.782246,35.788294,Station Building (with waiting room),2017-11-06T07:04:43,TRAIN,27513,NC,Cary, ,211 North Academy Street, ,CYN,"Cary, NC", , ,-78.7822486529908,35.788301075175
181,-96.804121,32.778637,Station Building (with waiting room),2019-02-14T07:03:19,BUS,75202,TX,Dallas, ,205 South Lamar Street,Greyhound Station,DAG,"Dallas, TX",Greyhound Station, ,-96.8041285259917,32.778642736614
182,-96.807235,32.776094,Station Building (with waiting room),2019-05-10T07:03:12,TRAIN,75202,TX,Dallas, ,400 South Houston Street,Eddie Bernice Johnson Union Sta,DAL,"Dallas, TX",Eddie Bernice Johnson Union Sta,Union Station,-96.8072425269409,32.7760997363733
183,-69.531009,44.032398,Curbside Bus Stop only (no shelter),2018-09-26T07:04:43,BUS,04543,ME,Damariscotta, ,167 Main Street, ,DAM,"Damariscotta, ME", , ,-69.5310091812574,44.0324070323404
184,-79.383968,36.58409,Station Building (with waiting room),2017-11-06T07:04:43,TRAIN,24541,VA,Danville, ,677 Craghead Street, ,DAN,"Danville, VA", , ,-79.3839708790149,36.5840972218533
185,-84.27806,39.81762,Station Building (with waiting room),2021-09-30T07:04:21,BUS,45426,OH,Trotwood, ,5136 Salem Avenue, ,DAT,"Dayton-Trotwood, OH", ,Trotwood,-84.2780645711226,39.8176276569515
186,-121.737707,38.543562,Station Building (with waiting room),2018-09-14T07:04:44,TRAIN,95616,CA,Davis, ,840 Second Street, ,DAV,"Davis, CA", , ,-121.737720203611,38.543567058203
187,-78.72441,41.111736,Station Building (with waiting room),2018-07-19T07:04:40,BUS,15801,PA,Du Bois, ,4900 Rockton Road, ,DBI,"Du Bois, PA", , ,-78.7244129707206,41.1117441505843
188,-121.897697,37.702833,Station Building (with waiting room),2018-09-21T07:04:43,BUS,94588,CA,Pleasanton, ,5801 Owens Drive, ,DBP,"Dublin-Pleasanton, CA", ,Pleasanton,-121.897710127865,37.7028379759513
189,-122.887334,47.987795,Curbside Bus Stop only (no shelter),2019-01-11T07:03:27,BUS,98368,WA,Discovery Bay, ,282624 U.S. Highway 101, ,DBY,"Discovery Bay, WA", , ,-122.887349074423,47.9878005746338
190,-82.18744,28.367854,Platform with Shelter,2024-06-08T07:05:50,BUS,33525,FL,Dade City, ,14418 5th Street, ,DDE,"Dade City, FL", , ,-82.1874433372168,28.3678592799565
191,-100.016961,37.752306,Station Building (with waiting room),2023-03-20T12:03:27,TRAIN,67801,KS,Dodge City, ,201 East Wyatt Earp Boulevard, ,DDG,"Dodge City, KS", , ,-100.016969709969,37.7523124420951
192,-107.754346,32.27177,Platform with Shelter,2024-06-08T07:05:50,TRAIN,88030,NM,Deming, ,400 East Railroad Avenue, ,DEM,"Deming, NM", , ,-107.754356055003,32.2717751577183
193,-104.999929,39.752959,Station Building (with waiting room),2018-12-13T07:03:25,TRAIN,80202,CO,Denver, ,1701 Wynkoop Street,Union Station,DEN,"Denver, CO",Union Station,Union Station,-104.999939112246,39.7529654202235
194,-83.235311,42.307167,Station Building (with waiting room),2018-09-14T07:04:44,TRAIN,48124,MI,Dearborn, ,21201 Michigan Avenue, ,DER,"Dearborn, MI", , ,-83.2353154687614,42.3071751611972
195,-83.072397,42.368097,Station Building (with waiting room),2017-11-06T07:04:44,TRAIN,48202,MI,Detroit, ,11 West Baltimore Avenue, ,DET,"Detroit, MI", , ,-83.0724014240531,42.3681051803025
196,-80.122147,26.317069,Station Building (with waiting room),2017-11-06T07:04:44,TRAIN,33442,FL,Deerfield Beach, ,1300 West Hillsboro Boulevard, ,DFB,"Deerfield Beach, FL", , ,-80.1221496742504,26.3170738249829
197,-70.936013,43.139328,Station Building (with waiting room),2022-08-18T07:04:45,TRAIN,03824,NH,Durham, ,3 Depot Road,University of New Hampshire,DHM,"Durham, NH",University of New Hampshire, ,-70.9360135958971,43.1393368239316
198,-79.372301,34.417647,Station Building (with waiting room),2017-11-06T07:04:45,TRAIN,29536,SC,Dillon, ,100 North Railroad Avenue, ,DIL,"Dillon, SC", , ,-79.3723037604291,34.4176537579621
199,-75.274378,44.504682,Curbside Bus Stop only (no shelter),2018-06-22T07:04:35,BUS,13630,NY,De Kalb Junction, ,4329 U.S. Highway 11, ,DKJ,"De Kalb Junction, NY", , ,-75.2743801232545,44.5046909136079
200,-80.091154,26.454021,Platform with Shelter,2017-11-06T07:04:45,TRAIN,33444,FL,Delray Beach, ,345 South Congress Avenue, ,DLB,"Delray Beach, FL", , ,-80.0911566686642,26.4540258605199
201,-81.352477,29.017849,Station Building (with waiting room),2018-09-14T07:04:45,TRAIN,32720,FL,DeLand, ,2491 Old New York Avenue, ,DLD,"DeLand, FL", , ,-81.3524801170507,29.0178544581846
202,-95.845998,46.819692,Station Building (with waiting room),2017-11-06T07:04:45,TRAIN,56501,MN,Detroit Lakes, ,116 Pioneer Street, ,DLK,"Detroit Lakes, MN", , ,-95.8460067609715,46.8197000591244
203,-79.580374,40.399029,Curbside Bus Stop only (no shelter),2018-07-19T07:04:40,BUS,15626,PA,Delmont, ,6583 U.S. Highway 22, ,DLT,"Delmont, PA", , ,-79.5803771852619,40.399036979289
204,-78.906299,35.997347,Station Building (with waiting room),2018-09-15T07:04:40,TRAIN,27701,NC,Durham, ,601 West Main Street, ,DNC,"Durham, NC", , ,-78.9063017015773,35.9973541153206
205,-81.143635,33.326184,Station Building (with waiting room),2017-11-06T07:04:45,TRAIN,29042,SC,Denmark, ,200 West Baruch Street, ,DNK,"Denmark, SC", , ,-81.143638233798,33.3261904570707
206,-86.109041,41.980941,Station Building (with waiting room),2017-11-06T07:04:45,TRAIN,49047,MI,Dowagiac, ,200 Depot Drive, ,DOA,"Dowagiac, MI", , ,-86.1090463088896,41.9809489546474
207,-70.878361,43.197968,Station Building (with waiting room),2017-11-06T07:04:46,TRAIN,03820,NH,Dover, ,33 Chestnut Street, ,DOV,"Dover, NH", , ,-70.878361580475,43.1979768364118
208,-75.710775,40.002193,Platform with Shelter,2017-11-06T07:04:46,TRAIN,19335,PA,Downingtown, ,159 Viaduct Avenue, ,DOW,"Downingtown, PA", , ,-75.7107769469716,40.0022010551884
209,-88.088426,44.451367,Curbside Bus Stop only (no shelter),2019-07-11T07:03:38,BUS,54415,WI,De Pere, ,100 Lawrence Dr,De Pere Park and Ride,DPE,"Green Bay, WI",De Pere Park and Ride, ,-88.0884321660275,44.4513752510609
210,-89.240254,38.012328,Station Building (with waiting room),2017-11-06T07:04:46,TRAIN,62832,IL,Du Quoin, ,20 North Chestnut Street, ,DQN,"Du Quoin, IL", , ,-89.2402598683129,38.0123350775077
211,-83.98232,42.909495,Station Building (with waiting room),2017-11-06T07:04:46,TRAIN,48429,MI,Durand, ,200 South Railroad Street, ,DRD,"Durand, MI", , ,-83.9823247544436,42.909503227985
212,-100.902662,29.362202,Platform only (no shelter),2021-01-22T07:04:20,TRAIN,78840,TX,Del Rio, ,100 North Main Street, ,DRT,"Del Rio, TX", , ,-100.902670352304,29.3622069296119
213,-118.357319,43.778199,Curbside Bus Stop only (no shelter),2018-06-15T07:04:18,BUS,97911,OR,Drewsey, ,178 U.S. Highway 20, ,DRW,"Drewsey, OR", , ,-118.357332431277,43.7782047696401
214,-92.101209,46.783872,Station Building (with waiting room),2019-02-14T07:03:19,BUS,55802,MN,Duluth, ,228 West Michigan Street,Transportation Center,DUL,"Duluth, MN",Transportation Center, ,-92.1012166749824,46.7838803335171
215,-122.270587,41.211127,Station Building (with waiting room),2018-09-14T07:04:45,TRAIN,96025,CA,Dunsmuir, ,5750 Sacramento Avenue, ,DUN,"Dunsmuir, CA", , ,-122.270600650488,41.211132222452
216,-92.086097,46.817841,Curbside Bus Stop only (no shelter),2018-09-27T07:04:45,BUS,55812,MN,Duluth, ,1120 Kirby Drive,University of Minnesota,DUU,"Duluth, MN",University of Minnesota, ,-92.0861046753855,46.8178493393766
217,-87.540521,40.122053,Curbside Bus Stop only (no shelter),2018-09-26T07:04:44,BUS,61834,IL,Danville, ,379 Lynch Road, ,DVI,"Danville, IL", , ,-87.5405265587941,40.1220605501461
218,-98.861372,48.110468,Station Building (with waiting room),2017-11-06T07:04:47,TRAIN,58301,ND,Devils Lake, ,Railroad Avenue and Third Street, ,DVL,"Devils Lake, ND", , ,-98.8613818278891,48.1104759768304
219,-90.57779,41.52075,Station Building (with waiting room),2020-05-06T07:10:36,BUS,52801,IA,Davenport, ,304 W. River Drive, ,DVP,"Davenport, IA", , ,-90.5777965686604,41.5207576246748
220,-88.430707,41.089854,Station Building (with waiting room),2017-11-06T07:04:47,TRAIN,60420,IL,Dwight, ,401 South Columbia Street, ,DWT,"Dwight, IL", , ,-88.4307129070592,41.0898616734364
221,-81.008922,29.228923,Curbside Bus Stop only (no shelter),2018-09-26T07:04:44,BUS,32118,FL,Daytona Beach, ,100 North Atlantic Avenue, ,DYA,"Daytona Beach, FL", , ,-81.0089250241603,29.2289285181417
222,-87.518076,41.515413,Platform with Shelter,2017-11-06T07:04:47,TRAIN,46311,IN,Dyer, ,913 Sheffield Avenue, ,DYE,"Dyer, IN", , ,-87.5180816816015,41.5154207973809
223,-78.726152,40.485126,Curbside Bus Stop only (no shelter),2018-09-27T07:04:45,BUS,15931,PA,Ebensburg, ,202 West High Street, ,EBN,"Ebensburg, PA", , ,-78.7261549262274,40.4851340311635
224,-122.384141,47.811081,Station Building (with waiting room),2017-11-06T07:04:48,TRAIN,98020,WA,Edmonds, ,211 Railroad Avenue, ,EDM,"Edmonds, WA", , ,-122.38415595163,47.8110866214587
225,-88.54711,39.117059,Station Building (with waiting room),2017-11-06T07:04:48,TRAIN,62401,IL,Effingham, ,401 West National Avenue, ,EFG,"Effingham, IL", , ,-88.547115762549,39.1170663159367
226,-74.64802,39.526494,Platform with Shelter,2018-09-27T07:04:45,TRAIN,08215,NJ,Egg Harbor City, ,South Philadelphia Avenue & Atlantic Avenue, ,EGH,"Egg Harbor City, NJ", , ,-74.6480215825971,39.5265019984311
227,-124.16933,40.800739,Curbside Bus Stop only (no shelter),2024-02-14T07:10:19,BUS,95501,CA,Eureka, ,6th and C Streets, ,EKA,"Eureka, CA", , ,-124.169343869611,40.800744029963
228,-121.480807,38.424746,Curbside Bus Stop only (no shelter),2018-09-21T07:04:44,BUS,95758,CA,Elk Grove, ,9180 Harbour Point Drive, ,EKG,"Elk Grove, CA", , ,-121.480820149576,38.4247510677285
229,-85.971848,41.680748,Station Building (with waiting room),2017-11-06T07:04:48,TRAIN,46515,IN,Elkhart, ,131 Tyler Avenue, ,EKH,"Elkhart, IN", , ,-85.9718532388246,41.6807559096128
230,-115.75053,40.836483,Platform with Shelter,2017-11-06T07:04:48,TRAIN,89801,NV,Elko,1301 Sharps Access Road (Train 6),1300 Water Street (Train 5), ,ELK,"Elko, NV", , ,-115.750542494204,40.8364887375343
231,-106.495644,31.757346,Station Building (with waiting room),2018-09-14T07:04:45,TRAIN,79901,TX,El Paso, ,700 West San Francisco Avenue,Union Depot,ELP,"El Paso, TX",Union Depot,Union Depot,-106.495653752275,31.7573511321423
